topics significance commonGenes percentOfTopics percentOfReference
63 106.695029167084 255 52.5773195876289 35.966149506347
35 54.7004325793841 121 60.1990049751244 17.0662905500705
9 53.2296391518767 118 60.2040816326531 16.6431593794076
134 46.9035338159824 159 43.2065217391304 22.425952045134
66 45.601162677627 139 46.9594594594595 19.605077574048
79 37.8581564851263 114 48.1012658227848 16.0789844851904
14 35.6428488762743 98 51.8518518518518 13.8222849083216
92 35.610777666736 68 70.1030927835051 9.59097320169253
32 33.8487034721754 79 59.3984962406015 11.1424541607898
84 31.8705023754677 103 46.1883408071749 14.5275035260931
