topics significance commonGenes percentOfTopics percentOfReference
150 9.18491907381193 6 8.69565217391304 100
154 8.9239688654498 6 7.89473684210526 100
132 8.02717080123849 5 14.2857142857143 83.3333333333333
152 7.50868350193383 6 4.65116279069767 100
159 6.95405826507959 6 3.77358490566038 100
117 6.45543968924734 6 3.125 100
119 6.25692014445763 6 2.89855072463768 100
122 6.24569527107623 5 6.49350649350649 83.3333333333333
55 5.86707483515634 6 2.5 100
156 5.34215735692248 6 2.04778156996587 100
