topics significance commonGenes percentOfTopics percentOfReference
124 239.799152859245 202 65.1612903225806 84.1666666666667
46 225.485866692666 170 84.5771144278607 70.8333333333333
75 216.311152872637 224 40.8759124087591 93.3333333333333
156 210.706489851948 186 63.481228668942 77.5
98 206.444914763903 211 44.8936170212766 87.9166666666667
99 202.367912727759 185 60.0649350649351 77.0833333333333
159 164.456775124895 132 83.0188679245283 55
93 149.588263384681 156 52.7027027027027 65
152 141.040705788061 112 86.8217054263566 46.6666666666667
119 137.657338649393 132 63.768115942029 55
