topics significance commonGenes percentOfTopics percentOfReference
63 35.4894899170247 90 18.5567010309278 40.3587443946188
24 31.8705023754677 103 14.5275035260931 46.1883408071749
66 27.463216490441 64 21.6216216216216 28.6995515695067
79 26.5818141890873 57 24.0506329113924 25.5605381165919
32 22.7621037903582 41 30.8270676691729 18.3856502242152
85 19.1770930382105 28 42.4242424242424 12.5560538116592
45 18.5466803507972 32 33.6842105263158 14.3497757847534
65 17.5184575821929 38 25.3333333333333 17.0403587443946
7 17.0347312553853 53 17.1521035598706 23.7668161434978
57 14.5611536724048 30 27.7777777777778 13.4529147982063
