topics significance commonGenes percentOfTopics percentOfReference
1 19.2344752772611 84 10.0478468899522 44.9197860962567
32 18.0925488960674 34 25.5639097744361 18.1818181818182
6 16.4572575694261 54 13.6020151133501 28.8770053475936
66 11.9822256083315 41 13.8513513513514 21.9251336898396
63 9.96295247027123 50 10.3092783505155 26.7379679144385
38 9.26135234253643 14 40 7.48663101604278
103 6.65345328895513 22 16.0583941605839 11.7647058823529
82 6.38920977401478 17 20.4819277108434 9.09090909090909
126 5.52803485057083 7 63.6363636363636 3.74331550802139
65 5.17056675146418 21 14 11.2299465240642
