topics significance commonGenes percentOfTopics percentOfReference
146 314.20158470276 744 57.5851393188854 73.5177865612648
2 300 685 85.625 67.6877470355731
39 300 572 87.0624048706241 56.5217391304348
108 300 663 88.5180240320427 65.5138339920949
115 300 647 82.7365728900256 63.9328063241107
136 300 515 90.034965034965 50.8893280632411
94 269.338946660097 407 90.6458797327394 40.2173913043478
4 247.78950357696 787 46.1854460093897 77.7667984189723
26 209.67400106062 337 88.6842105263158 33.300395256917
75 194.992911095092 403 73.5401459854015 39.8221343873518
