topics significance commonGenes percentOfTopics percentOfReference
79 92.8647099174987 83 35.0210970464135 76.8518518518518
63 65.3108143164695 84 17.319587628866 77.7777777777778
142 65.0107394607718 54 50 50
121 63.9565231482153 40 90.9090909090909 37.037037037037
85 55.189641220669 42 63.6363636363636 38.8888888888889
155 48.1657974924247 45 41.6666666666667 41.6666666666667
7 45.8246586962222 61 19.7411003236246 56.4814814814815
14 45.7395709631388 52 27.5132275132275 48.1481481481481
66 42.8043829933644 58 19.5945945945946 53.7037037037037
65 37.4407927867287 43 28.6666666666667 39.8148148148148
