topics significance commonGenes percentOfTopics percentOfReference
75 86.2060156725545 106 19.3430656934307 85.4838709677419
99 74.9833686447332 84 27.2727272727273 67.741935483871
117 73.2376714231458 72 37.5 58.0645161290323
152 66.008920640861 60 46.5116279069767 48.3870967741936
119 63.6745479033196 68 32.8502415458937 54.8387096774194
55 60.1894014991222 69 28.75 55.6451612903226
98 59.5533352486433 85 18.0851063829787 68.5483870967742
150 54.9123376410139 44 63.768115942029 35.4838709677419
159 54.1627564965319 57 35.8490566037736 45.9677419354839
137 51.8949538597738 53 38.6861313868613 42.741935483871
