topics significance commonGenes percentOfTopics percentOfReference
7 59.5679320202909 97 31.3915857605178 41.4529914529915
65 29.2427406168812 50 33.3333333333333 21.3675213675214
79 25.3818678299372 57 24.0506329113924 24.3589743589744
100 25.0195601677802 43 33.8582677165354 18.3760683760684
71 20.9215978876459 39 31.2 16.6666666666667
40 20.5937805386476 32 40 13.6752136752137
82 18.8114995606891 31 37.3493975903614 13.2478632478632
66 18.4697262160007 55 18.5810810810811 23.5042735042735
164 16.3430169079185 29 34.5238095238095 12.3931623931624
45 14.6646689911278 29 30.5263157894737 12.3931623931624
