topics significance commonGenes percentOfTopics percentOfReference
35 267.151161838729 174 86.5671641791045 88.7755102040816
11 157.505445810492 112 88.8888888888889 57.1428571428571
63 156.845410043897 170 35.0515463917526 86.734693877551
8 141.178447879664 103 87.2881355932203 52.5510204081633
46 115.616336771221 111 55.2238805970149 56.6326530612245
99 109.721066289469 124 40.2597402597403 63.265306122449
134 107.585649604273 130 35.3260869565217 66.3265306122449
153 105.88311221493 111 47.6394849785408 56.6326530612245
156 104.724758039568 119 40.6143344709898 60.7142857142857
55 104.012767317705 111 46.25 56.6326530612245
