topics significance commonGenes percentOfTopics percentOfReference
35 267.151161838729 174 86.5671641791045 88.7755102040816
11 157.505445810492 112 88.8888888888889 57.1428571428571
63 156.845410043897 170 35.0515463917526 86.734693877551
8 141.178447879664 103 87.2881355932203 52.5510204081633
134 107.585649604273 130 35.3260869565217 66.3265306122449
24 53.2296391518767 118 16.6431593794076 60.2040816326531
14 33.4829604012572 55 29.1005291005291 28.0612244897959
32 18.4477503384192 35 26.3157894736842 17.8571428571429
53 11.9703508156568 34 17.5257731958763 17.3469387755102
1 11.5793702899503 74 8.85167464114833 37.7551020408163
