topics significance commonGenes percentOfTopics percentOfReference
76 300 649 46.5232974910394 92.0567375886525
112 300 667 59.6067917783735 94.6099290780142
42 256.735148975908 666 33.0849478390462 94.468085106383
95 223.416649233905 432 55.5984555984556 61.2765957446808
12 207.47811401548 676 27.6708964388047 95.886524822695
0 133.933136727528 689 21.2195873113643 97.7304964539007
18 96.7647099227598 222 6.1478814732761 31.4893617021277
69 63.3258461103988 174 49.2917847025496 24.6808510638298
81 55.277039285405 267 32.760736196319 37.8723404255319
116 28.0947893786743 626 16.3361169102296 88.7943262411347
