topics significance commonGenes percentOfTopics percentOfReference
98 276.071769732007 342 72.7659574468085 62.4087591240876
156 252.298235858954 265 90.4436860068259 48.3576642335766
112 245.295661883873 456 40.7506702412869 83.2116788321168
99 244.882418694547 268 87.012987012987 48.9051094890511
124 225.440676566766 259 83.5483870967742 47.2627737226277
135 223.712840811414 368 52.1985815602837 67.1532846715328
76 216.832688317218 473 33.9068100358423 86.3138686131387
55 216.31115287264 224 93.3333333333333 40.8759124087591
95 211.602282174651 374 48.1338481338481 68.2481751824817
46 195.43002475563 195 97.0149253731343 35.5839416058394
