topics significance commonGenes percentOfTopics percentOfReference
63 47.9833859055177 80 16.4948453608247 60.1503759398496
66 44.9928929622015 65 21.9594594594595 48.8721804511278
24 33.8487034721754 79 11.1424541607898 59.3984962406015
14 31.9302549065801 46 24.3386243386243 34.5864661654135
85 28.9265781208585 30 45.4545454545455 22.5563909774436
140 27.7748018003095 43 22.279792746114 32.3308270676692
65 26.3100446344636 38 25.3333333333333 28.5714285714286
84 22.7621037903582 41 18.3856502242152 30.8270676691729
7 20.9293572950667 45 14.5631067961165 33.8345864661654
41 20.7300480444118 30 26.5486725663717 22.5563909774436
