topics significance commonGenes percentOfTopics percentOfReference
79 162.251755966698 189 79.746835443038 38.9690721649485
9 156.8454100439 170 86.734693877551 35.0515463917526
35 152.797033960943 170 84.5771144278607 35.0515463917526
66 146.575954697829 199 67.2297297297297 41.0309278350515
99 125.468775339304 188 61.038961038961 38.7628865979381
98 110.06640333852 214 45.531914893617 44.1237113402062
112 108.740215232817 317 28.3288650580876 65.360824742268
8 108.335229389351 111 94.0677966101695 22.8865979381443
18 108.295978813235 100 2.7693159789532 20.6185567010309
24 106.695029167084 255 35.966149506347 52.5773195876289
