topics significance commonGenes percentOfTopics percentOfReference
18 111.540037262 41 1.13541955137081 11.614730878187
135 63.3258461103979 174 24.6808510638298 49.2917847025496
112 47.5178592085983 197 17.6050044682752 55.8073654390935
7 45.3825870712188 102 33.0097087378641 28.8951841359773
24 44.3249768451586 152 21.4386459802539 43.0594900849858
66 42.504838106434 97 32.7702702702703 27.4787535410765
63 41.3460481805898 122 25.1546391752577 34.5609065155807
79 41.1031534432723 86 36.2869198312236 24.3626062322946
98 37.1756179176373 115 24.468085106383 32.5779036827195
99 32.683279381157 88 28.5714285714286 24.929178470255
