topics significance commonGenes percentOfTopics percentOfReference
9 267.151161838728 174 88.7755102040816 86.5671641791045
11 153.085745907689 111 88.0952380952381 55.2238805970149
63 152.79703396094 170 35.0515463917526 84.5771144278607
8 144.759318164581 105 88.9830508474576 52.2388059701493
134 106.967412692704 131 35.5978260869565 65.1741293532338
24 54.7004325793819 121 17.0662905500705 60.1990049751244
14 37.5491353199786 59 31.2169312169312 29.3532338308458
32 17.0379841786058 34 25.5639097744361 16.9154228855721
1 15.5065187028862 82 9.80861244019139 40.7960199004975
67 9.47865364135396 14 43.75 6.96517412935323
