topics significance commonGenes percentOfTopics percentOfReference
142 40.5516341374965 36 33.3333333333333 48.6486486486487
79 34.2230062952517 41 17.2995780590717 55.4054054054054
63 29.8503693175067 48 9.89690721649485 64.8648648648649
57 20.6831899067518 24 22.2222222222222 32.4324324324324
85 18.1144856368287 19 28.7878787878788 25.6756756756757
66 12.1125344285165 26 8.78378378378378 35.1351351351351
45 9.60585644982176 15 15.7894736842105 20.2702702702703
24 8.27566383255313 33 4.65444287729196 44.5945945945946
7 7.93438456158341 22 7.11974110032362 29.7297297297297
71 6.76075344504805 14 11.2 18.9189189189189
