topics significance commonGenes percentOfTopics percentOfReference
7 128.338082806124 121 39.1585760517799 80.6666666666667
66 93.4572057956196 101 34.1216216216216 67.3333333333333
79 87.4589998202023 91 38.3966244725738 60.6666666666667
63 74.802111064667 105 21.6494845360825 70
71 64.1971636376759 62 49.6 41.3333333333333
140 63.2907764666163 71 36.7875647668394 47.3333333333333
100 56.8036130563429 58 45.6692913385827 38.6666666666667
45 53.9272417404761 51 53.6842105263158 34
48 50.4829225517179 37 86.046511627907 24.6666666666667
57 37.4407927867299 43 39.8148148148148 28.6666666666667
