topics significance commonGenes percentOfTopics percentOfReference
99 220.050081972291 182 59.0909090909091 87.9227053140097
98 189.856772524446 189 40.2127659574468 91.304347826087
75 141.145326495852 172 31.3868613138686 83.0917874396135
159 137.677152058639 115 72.3270440251572 55.5555555555556
55 137.657338649395 132 55 63.768115942029
124 128.391661931249 138 44.5161290322581 66.6666666666667
152 120.410715305868 99 76.7441860465116 47.8260869565217
117 111.373370453672 109 56.7708333333333 52.6570048309179
46 108.296641509174 109 54.228855721393 52.6570048309179
156 92.8522879419614 114 38.9078498293515 55.0724637681159
