topics significance commonGenes percentOfTopics percentOfReference
64 314.20158470276 744 73.5177865612648 57.5851393188854
4 300 1063 62.3826291079812 82.2755417956656
108 271.945616252455 598 79.8397863818425 46.2848297213622
39 260.797021152576 546 83.1050228310502 42.2600619195046
115 258.863896282094 603 77.1099744245524 46.671826625387
2 252.639605994279 606 75.75 46.9040247678019
136 198.20268556405 458 80.0699300699301 35.4489164086687
125 164.043483920681 289 95.0657894736842 22.3684210526316
75 162.192681629197 417 76.0948905109489 32.2755417956656
94 149.378675047053 359 79.9554565701559 27.7863777089783
