topics significance commonGenes percentOfTopics percentOfReference
125 116.646958595673 112 36.8421052631579 78.8732394366197
29 114.483827255005 110 37.2881355932203 77.4647887323944
39 102.979057657005 129 19.634703196347 90.8450704225352
108 98.7590137448036 131 17.4899866488652 92.2535211267606
136 89.5926592006503 117 20.4545454545455 82.3943661971831
64 85.9381399748548 134 13.2411067193676 94.3661971830986
21 84.5030754961533 89 35.4581673306773 62.6760563380282
26 83.0380431069921 100 26.3157894736842 70.4225352112676
2 82.3660847521072 124 15.5 87.3239436619718
115 82.0139986470639 123 15.7289002557545 86.6197183098592
