topics significance commonGenes percentOfTopics percentOfReference
63 19.2610030879577 157 32.3711340206186 18.7799043062201
5 19.2344752772596 84 44.9197860962567 10.0478468899522
24 18.4078724809652 203 28.6318758815233 24.2822966507177
32 18.3089355251693 67 50.3759398496241 8.01435406698565
8 16.444839149036 60 50.8474576271186 7.17703349282297
35 15.5065187028848 82 40.7960199004975 9.80861244019139
53 15.4116126417664 80 41.2371134020619 9.56937799043062
14 14.9962617282205 78 41.2698412698413 9.33014354066986
140 13.7659527244982 77 39.8963730569948 9.21052631578947
85 12.070111050391 38 57.5757575757576 4.54545454545455
