topics significance commonGenes percentOfTopics percentOfReference
29 167.182352367242 168 56.9491525423729 66.9322709163347
125 140.70414296973 155 50.9868421052632 61.7529880478088
108 125.14275724104 198 26.4352469959947 78.8844621513944
136 122.104693253783 179 31.2937062937063 71.3147410358566
115 118.130386854173 196 25.0639386189258 78.0876494023904
26 112.210926503826 149 39.2105263157895 59.3625498007968
94 104.991653017618 153 34.075723830735 60.9561752988048
2 99.7087364133543 184 23 73.3067729083665
64 98.4331877076943 199 19.6640316205534 79.2828685258964
39 85.384814766743 160 24.3531202435312 63.7450199203187
