topics significance commonGenes percentOfTopics percentOfReference
95 314.678805419136 661 85.0707850707851 47.3835125448029
12 307.493154504275 1219 49.8976668031109 87.3835125448029
0 302.792572353949 1365 42.0388050508161 97.8494623655914
42 300 1196 59.4138102334824 85.7347670250896
112 300 902 80.6076854334227 64.6594982078853
135 300 649 92.0567375886525 46.5232974910394
75 216.832688317215 473 86.3138686131387 33.9068100358423
4 143.531939181042 840 49.2957746478873 60.2150537634409
64 139.295112138361 602 59.4861660079051 43.1541218637993
146 133.399666208358 694 53.7151702786378 49.7491039426523
