topics significance commonGenes percentOfTopics percentOfReference
75 138.038654262802 164 29.9270072992701 85.4166666666667
99 134.45532103512 137 44.4805194805195 71.3541666666667
137 122.341931355794 100 72.992700729927 52.0833333333333
98 113.557987396029 143 30.4255319148936 74.4791666666667
119 111.37337045367 109 52.6570048309179 56.7708333333333
108 101.706519901816 157 20.9612817089453 81.7708333333333
39 96.1108478981679 147 22.3744292237443 76.5625
64 95.8374310318856 168 16.600790513834 87.5
55 92.0408383205658 103 42.9166666666667 53.6458333333333
135 87.0248794674192 144 20.4255319148936 75
