topics significance commonGenes percentOfTopics percentOfReference
152 102.287617813371 67 51.937984496124 85.8974358974359
159 101.924229288631 70 44.0251572327044 89.7435897435898
122 96.6168961204996 57 74.025974025974 73.0769230769231
99 77.7722021959924 70 22.7272727272727 89.7435897435898
154 75.8120464015331 49 64.4736842105263 62.8205128205128
55 73.035186061349 64 26.6666666666667 82.051282051282
156 72.9147446202589 67 22.8668941979522 85.8974358974359
46 72.3146526837717 61 30.3482587064677 78.2051282051282
98 72.2559491726364 74 15.7446808510638 94.8717948717949
119 71.4000046194323 61 29.4685990338164 78.2051282051282
