topic summitPvalue summitPosition meanPvalue meanPosition
0 30.3808143281167 20 3.96291378027799 11
12 20.6851173356606 0 2.08848797448418 3
116 6.42439974393037 0 0.965758524204275 -1
112 4.97942441416239 10 0.789322642196337 13
42 3.80703963802787 40 0.683741904707255 22
76 2.84194180683145 0 0.470890890717017 7
95 1.40630265940167 0 0.306710206303797 -3
135 0.913958173585694 10 0.190325820191777 48
29 0.577568861787671 200 0.0140870454094554 200
64 0.476241246557267 170 0.104046342046122 129
