topic summitPvalue summitPosition meanPvalue meanPosition
22 26.6130069863283 0 4.54278950232705 10
7 11.3397013847888 10 3.92788499331936 22
65 0.996362799559123 0 0.145809190179384 15
79 0.962779494482921 0 0.566173281938053 46
71 0.791611363547225 0 0.328229101958606 60
140 0.768435450833435 10 0.0374846561382163 15
63 0.584051610738267 0 0.242167741037818 73
66 0.581726709607583 0 0.340522951965414 85
134 0.554786784277222 20 0.0270627699647426 25
24 0.446580531228614 190 0.0217844161574934 195
