topic summitPvalue summitPosition meanPvalue meanPosition
159 11.4877839442053 0 1.94408685550601 17
12 10.0666663632181 -200 0.747366876000428 -163
0 9.99407931590863 -200 0.541265233714953 -181
108 7.0204865815467 0 4.30111515011168 32
75 6.56469178992759 20 4.28374276985442 53
152 6.3063491730111 20 2.78308013566956 51
42 6.12130997948713 -200 0.830879813770689 -131
112 5.80333861749899 -200 0.773478625682437 -100
98 5.74231651451655 0 3.58373381841393 38
64 5.34028132704804 0 3.12542432011553 16
